fecha,producto_id,nombre,categoria,subcategoria,precio_base,es_estrella,unidades_vendidas,precio_venta,ingresos,Amazon,Decathlon,Deporvillage,año,mes,día_mes,día_semana,día_semana_num,es_fin_semana,es_lunes,es_viernes,es_sabado,es_domingo,es_festivo,nombre_festivo,es_black_friday,es_cyber_monday,es_temporada_navidad,es_inicio_año,es_verano,es_cuarentena_pascua,num_semana,trimestre,día_año,días_hasta_fin_año,mes_tiene_31_dias,día_en_mes,es_fin_mes,es_inicio_mes,descuento_porcentaje,precio_competencia,ratio_precio,lag_1_unidades_vendidas,lag_2_unidades_vendidas,lag_3_unidades_vendidas,lag_4_unidades_vendidas,lag_5_unidades_vendidas,lag_6_unidades_vendidas,lag_7_unidades_vendidas,media_movil_7_unidades_vendidas
2025-11-11,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,,115.0,,86.17,115.98,97.15,2025,11,11,Tuesday,1,False,False,False,False,False,False,,False,False,True,False,False,False,46,4,315,50,False,11,False,False,0.0,99.76666666666667,1.1526896090878718,,,,,,,,
2025-11-12,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,,115.0,,95.91,109.73,97.08,2025,11,12,Wednesday,2,False,False,False,False,False,False,,False,False,True,False,False,False,46,4,316,49,False,12,False,False,0.0,100.90666666666665,1.1396670190274842,,,,,,,,
2025-11-13,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,,115.0,,92.67,105.39,98.33,2025,11,13,Thursday,3,False,False,False,False,False,False,,False,False,True,False,False,False,46,4,317,48,False,13,False,False,0.0,98.79666666666667,1.1640068828233072,,,,,,,,
2025-11-14,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,,115.0,,95.91,123.88,100.14,2025,11,14,Friday,4,False,False,True,False,False,False,,False,False,True,False,False,False,46,4,318,47,False,14,False,False,0.0,106.64333333333333,1.0783608914450036,,,,,,,,
2025-11-15,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,,115.0,,87.26,103.16,100.97,2025,11,15,Saturday,5,True,False,False,True,False,False,,False,False,True,False,False,False,46,4,319,46,False,15,False,False,0.0,97.13,1.1839802326778546,,,,,,,,
2025-11-16,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,,115.0,,84.42,115.38,100.85,2025,11,16,Sunday,6,True,False,False,False,True,False,,False,False,True,False,False,False,46,4,320,45,False,16,False,False,0.0,100.21666666666665,1.1475137202727426,,,,,,,,
2025-11-17,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,,115.0,,88.27,110.02,94.07,2025,11,17,Monday,0,False,True,False,False,False,False,,False,False,True,False,False,False,47,4,321,44,False,17,False,False,0.0,97.45333333333333,1.1800519906964018,,,,,,,,
2025-11-18,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,,115.0,,84.63,111.51,98.36,2025,11,18,Tuesday,1,False,False,False,False,False,False,,False,False,True,False,False,False,47,4,322,43,False,18,False,False,0.0,98.16666666666667,1.1714770797962648,,,,,,,,
2025-11-19,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,,115.0,,79.72,105.21,101.68,2025,11,19,Wednesday,2,False,False,False,False,False,False,,False,False,True,False,False,False,47,4,323,42,False,19,False,False,0.0,95.53666666666668,1.2037263179930915,,,,,,,,
2025-11-20,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,,115.0,,89.86,113.07,103.35,2025,11,20,Thursday,3,False,False,False,False,False,False,,False,False,True,False,False,False,47,4,324,41,False,20,False,False,0.0,102.09333333333332,1.1264202690348701,,,,,,,,
2025-11-21,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,,115.0,,83.11,103.87,99.61,2025,11,21,Friday,4,False,False,True,False,False,False,,False,False,True,False,False,False,47,4,325,40,False,21,False,False,0.0,95.53000000000002,1.203810321365016,,,,,,,,
2025-11-22,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,,115.0,,90.93,109.47,101.8,2025,11,22,Saturday,5,True,False,False,True,False,False,,False,False,True,False,False,False,47,4,326,39,False,22,False,False,0.0,100.73333333333333,1.1416280608868299,,,,,,,,
2025-11-23,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,,115.0,,93.77,117.81,101.14,2025,11,23,Sunday,6,True,False,False,False,True,False,,False,False,True,False,False,False,47,4,327,38,False,23,False,False,0.0,104.24,1.1032233307751345,,,,,,,,
2025-11-24,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,,115.0,,80.2,122.64,100.61,2025,11,24,Monday,0,False,True,False,False,False,False,,False,False,True,False,False,False,48,4,328,37,False,24,False,False,0.0,101.14999999999999,1.1369253583786456,,,,,,,,
2025-11-25,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,,115.0,,92.19,112.71,95.7,2025,11,25,Tuesday,1,False,False,False,False,False,False,,False,False,True,False,False,False,48,4,329,36,False,25,False,False,0.0,100.19999999999999,1.1477045908183634,,,,,,,,
2025-11-26,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,,115.0,,85.94,112.14,94.15,2025,11,26,Wednesday,2,False,False,False,False,False,False,,False,False,True,False,False,False,48,4,330,35,False,26,False,False,0.0,97.41000000000001,1.1805769428190123,,,,,,,,
2025-11-27,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,,115.0,,90.02,117.47,99.83,2025,11,27,Thursday,3,False,False,False,False,False,False,,False,False,True,False,False,False,48,4,331,34,False,27,False,False,0.0,102.44,1.1226083561108942,,,,,,,,
2025-11-28,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,,97.75,,84.62,116.68,98.96,2025,11,28,Friday,4,False,False,True,False,False,False,,True,False,True,False,False,False,48,4,332,33,False,28,True,False,15.0,100.08666666666666,0.9766535669086792,,,,,,,,
2025-11-29,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,,115.0,,89.41,115.61,106.52,2025,11,29,Saturday,5,True,False,False,True,False,False,,False,False,True,False,False,False,48,4,333,32,False,29,True,False,0.0,103.84666666666665,1.1074019387558582,,,,,,,,
2025-11-30,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,,115.0,,89.5,115.22,96.99,2025,11,30,Sunday,6,True,False,False,False,True,False,,False,False,True,False,False,False,48,4,334,31,False,30,True,False,0.0,100.57,1.14348215173511,,,,,,,,
2025-11-01,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,,135.0,,121.0,116.13,120.11,2025,11,1,Saturday,5,True,False,False,True,False,True,Todos los Santos,False,False,True,False,False,False,44,4,305,60,False,1,False,True,0.0,119.08,1.133691635875042,13.0,13.0,14.0,12.0,15.0,19.0,27.0,16.142857142857142
2025-11-02,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,,135.0,,114.52,113.78,126.45,2025,11,2,Sunday,6,True,False,False,False,True,False,,False,False,True,False,False,False,44,4,306,59,False,2,False,True,0.0,118.25,1.1416490486257929,,,,,,,,
2025-11-03,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,,135.0,,120.78,107.31,125.41,2025,11,3,Monday,0,False,True,False,False,False,False,,False,False,True,False,False,False,45,4,307,58,False,3,False,True,0.0,117.83333333333333,1.1456859971711457,,,,,,,,
2025-11-04,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,,135.0,,123.43,112.46,129.05,2025,11,4,Tuesday,1,False,False,False,False,False,False,,False,False,True,False,False,False,45,4,308,57,False,4,False,False,0.0,121.64666666666666,1.109771469282622,,,,,,,,
2025-11-05,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,,135.0,,131.62,117.72,111.92,2025,11,5,Wednesday,2,False,False,False,False,False,False,,False,False,True,False,False,False,45,4,309,56,False,5,False,False,0.0,120.42,1.1210762331838564,,,,,,,,
2025-11-06,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,,135.0,,116.53,121.22,119.94,2025,11,6,Thursday,3,False,False,False,False,False,False,,False,False,True,False,False,False,45,4,310,55,False,6,False,False,0.0,119.23,1.1322653694539964,,,,,,,,
2025-11-07,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,,135.0,,120.68,110.89,124.77,2025,11,7,Friday,4,False,False,True,False,False,False,,False,False,True,False,False,False,45,4,311,54,False,7,False,False,0.0,118.77999999999999,1.1365549755851154,,,,,,,,
2025-11-08,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,,135.0,,121.34,118.71,128.24,2025,11,8,Saturday,5,True,False,False,True,False,False,,False,False,True,False,False,False,45,4,312,53,False,8,False,False,0.0,122.76333333333334,1.099676885063401,,,,,,,,
2025-11-09,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,,135.0,,121.44,113.49,124.94,2025,11,9,Sunday,6,True,False,False,False,True,False,,False,False,True,False,False,False,45,4,313,52,False,9,False,False,0.0,119.95666666666666,1.1254063967543835,,,,,,,,
2025-11-10,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,,135.0,,116.05,109.66,125.85,2025,11,10,Monday,0,False,True,False,False,False,False,,False,False,True,False,False,False,46,4,314,51,False,10,False,False,0.0,117.18666666666665,1.1520081920582548,,,,,,,,
2025-11-11,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,,135.0,,122.63,122.69,123.66,2025,11,11,Tuesday,1,False,False,False,False,False,False,,False,False,True,False,False,False,46,4,315,50,False,11,False,False,0.0,122.99333333333334,1.0976204672339964,,,,,,,,
2025-11-12,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,,135.0,,115.83,103.14,121.07,2025,11,12,Wednesday,2,False,False,False,False,False,False,,False,False,True,False,False,False,46,4,316,49,False,12,False,False,0.0,113.34666666666665,1.1910363486648632,,,,,,,,
2025-11-13,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,,135.0,,119.51,114.47,121.54,2025,11,13,Thursday,3,False,False,False,False,False,False,,False,False,True,False,False,False,46,4,317,48,False,13,False,False,0.0,118.50666666666667,1.139176417641764,,,,,,,,
2025-11-14,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,,135.0,,125.38,117.78,132.83,2025,11,14,Friday,4,False,False,True,False,False,False,,False,False,True,False,False,False,46,4,318,47,False,14,False,False,0.0,125.33,1.0771563073485997,,,,,,,,
2025-11-15,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,,135.0,,111.55,117.92,126.61,2025,11,15,Saturday,5,True,False,False,True,False,False,,False,False,True,False,False,False,46,4,319,46,False,15,False,False,0.0,118.69333333333333,1.1373848573354304,,,,,,,,
2025-11-16,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,,135.0,,118.13,117.61,129.04,2025,11,16,Sunday,6,True,False,False,False,True,False,,False,False,True,False,False,False,46,4,320,45,False,16,False,False,0.0,121.59333333333332,1.1102582378419872,,,,,,,,
2025-11-17,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,,135.0,,115.55,108.22,134.81,2025,11,17,Monday,0,False,True,False,False,False,False,,False,False,True,False,False,False,47,4,321,44,False,17,False,False,0.0,119.52666666666666,1.1294550727871049,,,,,,,,
2025-11-18,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,,135.0,,114.23,114.48,119.17,2025,11,18,Tuesday,1,False,False,False,False,False,False,,False,False,True,False,False,False,47,4,322,43,False,18,False,False,0.0,115.96,1.164194549844774,,,,,,,,
2025-11-19,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,,135.0,,121.05,109.2,128.3,2025,11,19,Wednesday,2,False,False,False,False,False,False,,False,False,True,False,False,False,47,4,323,42,False,19,False,False,0.0,119.51666666666667,1.1295495746757775,,,,,,,,
2025-11-20,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,,135.0,,115.81,114.69,123.37,2025,11,20,Thursday,3,False,False,False,False,False,False,,False,False,True,False,False,False,47,4,324,41,False,20,False,False,0.0,117.95666666666666,1.1444880888461866,,,,,,,,
2025-11-21,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,,135.0,,119.59,123.49,126.37,2025,11,21,Friday,4,False,False,True,False,False,False,,False,False,True,False,False,False,47,4,325,40,False,21,False,False,0.0,123.14999999999999,1.0962241169305726,,,,,,,,
2025-11-22,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,,135.0,,116.57,116.86,126.41,2025,11,22,Saturday,5,True,False,False,True,False,False,,False,False,True,False,False,False,47,4,326,39,False,22,False,False,0.0,119.94666666666667,1.1255002223210315,,,,,,,,
2025-11-23,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,,135.0,,121.18,107.98,136.76,2025,11,23,Sunday,6,True,False,False,False,True,False,,False,False,True,False,False,False,47,4,327,38,False,23,False,False,0.0,121.97333333333334,1.1067993003935286,,,,,,,,
2025-11-24,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,,135.0,,116.88,108.61,114.06,2025,11,24,Monday,0,False,True,False,False,False,False,,False,False,True,False,False,False,48,4,328,37,False,24,False,False,0.0,113.18333333333334,1.192755117066706,,,,,,,,
2025-11-25,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,,135.0,,131.62,114.54,124.42,2025,11,25,Tuesday,1,False,False,False,False,False,False,,False,False,True,False,False,False,48,4,329,36,False,25,False,False,0.0,123.52666666666669,1.0928814291111228,,,,,,,,
2025-11-26,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,,135.0,,114.75,108.06,135.22,2025,11,26,Wednesday,2,False,False,False,False,False,False,,False,False,True,False,False,False,48,4,330,35,False,26,False,False,0.0,119.34333333333332,1.1311901237326483,,,,,,,,
2025-11-27,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,,135.0,,121.46,107.29,130.07,2025,11,27,Thursday,3,False,False,False,False,False,False,,False,False,True,False,False,False,48,4,331,34,False,27,False,False,0.0,119.60666666666667,1.1286996265537037,,,,,,,,
2025-11-28,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,,114.75,,116.78,108.83,120.26,2025,11,28,Friday,4,False,False,True,False,False,False,,True,False,True,False,False,False,48,4,332,33,False,28,True,False,15.0,115.29,0.9953161592505855,,,,,,,,
2025-11-29,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,,135.0,,129.59,119.82,112.9,2025,11,29,Saturday,5,True,False,False,True,False,False,,False,False,True,False,False,False,48,4,333,32,False,29,True,False,0.0,120.77,1.1178272749855096,,,,,,,,
2025-11-30,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,,135.0,,123.73,111.02,125.09,2025,11,30,Sunday,6,True,False,False,False,True,False,,False,False,True,False,False,False,48,4,334,31,False,30,True,False,0.0,119.94666666666667,1.1255002223210315,,,,,,,,
2025-11-01,PROD_003,Asics Gel Nimbus 25,Running,Zapatillas Running,85,False,,86.39,,88.64,74.21,85.22,2025,11,1,Saturday,5,True,False,False,True,False,True,Todos los Santos,False,False,True,False,False,False,44,4,305,60,False,1,False,True,-1.6352941176470595,82.69,1.0447454347563188,2.0,4.0,8.0,6.0,3.0,5.0,5.0,4.714285714285714
2025-11-02,PROD_003,Asics Gel Nimbus 25,Running,Zapatillas Running,85,False,,85.16,,76.03,78.17,87.39,2025,11,2,Sunday,6,True,False,False,False,True,False,,False,False,True,False,False,False,44,4,306,59,False,2,False,True,-0.18823529411764306,80.52999999999999,1.0574941015770523,,,,,,,,
2025-11-03,PROD_003,Asics Gel Nimbus 25,Running,Zapatillas Running,85,False,,86.43,,84.38,76.74,79.77,2025,11,3,Monday,0,False,True,False,False,False,False,,False,False,True,False,False,False,45,4,307,58,False,3,False,True,-1.6823529411764786,80.29666666666667,1.0763834115156297,,,,,,,,
2025-11-04,PROD_003,Asics Gel Nimbus 25,Running,Zapatillas Running,85,False,,86.12,,81.64,73.86,81.7,2025,11,4,Tuesday,1,False,False,False,False,False,False,,False,False,True,False,False,False,45,4,308,57,False,4,False,False,-1.317647058823535,79.06666666666666,1.0892074198988198,,,,,,,,
2025-11-05,PROD_003,Asics Gel Nimbus 25,Running,Zapatillas Running,85,False,,85.15,,86.38,76.51,82.36,2025,11,5,Wednesday,2,False,False,False,False,False,False,,False,False,True,False,False,False,45,4,309,56,False,5,False,False,-0.1764705882353008,81.75,1.0415902140672784,,,,,,,,
2025-11-06,PROD_003,Asics Gel Nimbus 25,Running,Zapatillas Running,85,False,,83.32,,87.68,79.18,87.41,2025,11,6,Thursday,3,False,False,False,False,False,False,,False,False,True,False,False,False,45,4,310,55,False,6,False,False,1.9764705882353022,84.75666666666667,0.9830495142958271,,,,,,,,
2025-11-07,PROD_003,Asics Gel Nimbus 25,Running,Zapatillas Running,85,False,,85.78,,81.1,76.72,85.61,2025,11,7,Friday,4,False,False,True,False,False,False,,False,False,True,False,False,False,45,4,311,54,False,7,False,False,-0.9176470588235307,81.14333333333333,1.057141683440825,,,,,,,,
2025-11-08,PROD_003,Asics Gel Nimbus 25,Running,Zapatillas Running,85,False,,84.43,,89.33,77.08,83.22,2025,11,8,Saturday,5,True,False,False,True,False,False,,False,False,True,False,False,False,45,4,312,53,False,8,False,False,0.6705882352941096,83.21,1.0146616993149864,,,,,,,,
2025-11-09,PROD_003,Asics Gel Nimbus 25,Running,Zapatillas Running,85,False,,84.41,,88.59,81.31,84.31,2025,11,9,Sunday,6,True,False,False,False,True,False,,False,False,True,False,False,False,45,4,313,52,False,9,False,False,0.6941176470588275,84.73666666666666,0.9961449195546989,,,,,,,,
2025-11-10,PROD_003,Asics Gel Nimbus 25,Running,Zapatillas Running,85,False,,83.71,,89.46,80.25,87.11,2025,11,10,Monday,0,False,True,False,False,False,False,,False,False,True,False,False,False,46,4,314,51,False,10,False,False,1.5176470588235367,85.60666666666667,0.977844404641383,,,,,,,,
2025-11-11,PROD_003,Asics Gel Nimbus 25,Running,Zapatillas Running,85,False,,85.21,,84.74,81.89,76.09,2025,11,11,Tuesday,1,False,False,False,False,False,False,,False,False,True,False,False,False,46,4,315,50,False,11,False,False,-0.2470588235294044,80.90666666666667,1.0531888595912986,,,,,,,,
2025-11-12,PROD_003,Asics Gel Nimbus 25,Running,Zapatillas Running,85,False,,83.39,,88.63,73.66,87.9,2025,11,12,Wednesday,2,False,False,False,False,False,False,,False,False,True,False,False,False,46,4,316,49,False,12,False,False,1.8941176470588228,83.39666666666666,0.9999200607538271,,,,,,,,
2025-11-13,PROD_003,Asics Gel Nimbus 25,Running,Zapatillas Running,85,False,,85.03,,83.91,78.56,89.31,2025,11,13,Thursday,3,False,False,False,False,False,False,,False,False,True,False,False,False,46,4,317,48,False,13,False,False,-0.03529411764706016,83.92666666666666,1.013146397648741,,,,,,,,
2025-11-14,PROD_003,Asics Gel Nimbus 25,Running,Zapatillas Running,85,False,,84.08,,82.56,76.99,83.17,2025,11,14,Friday,4,False,False,True,False,False,False,,False,False,True,False,False,False,46,4,318,47,False,14,False,False,1.0823529411764727,80.90666666666668,1.0392221489782463,,,,,,,,
2025-11-15,PROD_003,Asics Gel Nimbus 25,Running,Zapatillas Running,85,False,,83.85,,89.06,78.48,82.83,2025,11,15,Saturday,5,True,False,False,True,False,False,,False,False,True,False,False,False,46,4,319,46,False,15,False,False,1.352941176470595,83.45666666666666,1.0047130247234093,,,,,,,,
2025-11-16,PROD_003,Asics Gel Nimbus 25,Running,Zapatillas Running,85,False,,86.33,,87.23,81.35,85.11,2025,11,16,Sunday,6,True,False,False,False,True,False,,False,False,True,False,False,False,46,4,320,45,False,16,False,False,-1.5647058823529392,84.56333333333333,1.0208916394024203,,,,,,,,
2025-11-17,PROD_003,Asics Gel Nimbus 25,Running,Zapatillas Running,85,False,,86.35,,81.73,76.67,83.28,2025,11,17,Monday,0,False,True,False,False,False,False,,False,False,True,False,False,False,47,4,321,44,False,17,False,False,-1.5882352941176403,80.56,1.0718718967229393,,,,,,,,
2025-11-18,PROD_003,Asics Gel Nimbus 25,Running,Zapatillas Running,85,False,,86.08,,78.27,70.25,85.66,2025,11,18,Tuesday,1,False,False,False,False,False,False,,False,False,True,False,False,False,47,4,322,43,False,18,False,False,-1.2705882352941158,78.05999999999999,1.102741480912119,,,,,,,,
2025-11-19,PROD_003,Asics Gel Nimbus 25,Running,Zapatillas Running,85,False,,84.06,,83.35,75.36,84.02,2025,11,19,Wednesday,2,False,False,False,False,False,False,,False,False,True,False,False,False,47,4,323,42,False,19,False,False,1.1058823529411737,80.90999999999998,1.0389321468298112,,,,,,,,
2025-11-20,PROD_003,Asics Gel Nimbus 25,Running,Zapatillas Running,85,False,,85.06,,86.74,74.97,89.07,2025,11,20,Thursday,3,False,False,False,False,False,False,,False,False,True,False,False,False,47,4,324,41,False,20,False,False,-0.07058823529412032,83.59333333333332,1.0175452587925673,,,,,,,,
2025-11-21,PROD_003,Asics Gel Nimbus 25,Running,Zapatillas Running,85,False,,86.6,,76.21,77.5,84.74,2025,11,21,Friday,4,False,False,True,False,False,False,,False,False,True,False,False,False,47,4,325,40,False,21,False,False,-1.882352941176464,79.48333333333333,1.0895365904801844,,,,,,,,
2025-11-22,PROD_003,Asics Gel Nimbus 25,Running,Zapatillas Running,85,False,,83.48,,96.07,78.89,83.71,2025,11,22,Saturday,5,True,False,False,True,False,False,,False,False,True,False,False,False,47,4,326,39,False,22,False,False,1.7882352941176423,86.22333333333331,0.9681833996984578,,,,,,,,
2025-11-23,PROD_003,Asics Gel Nimbus 25,Running,Zapatillas Running,85,False,,84.11,,84.75,74.35,88.23,2025,11,23,Sunday,6,True,False,False,False,True,False,,False,False,True,False,False,False,47,4,327,38,False,23,False,False,1.0470588235294125,82.44333333333333,1.0202159058747422,,,,,,,,
2025-11-24,PROD_003,Asics Gel Nimbus 25,Running,Zapatillas Running,85,False,,84.11,,88.32,75.36,89.01,2025,11,24,Monday,0,False,True,False,False,False,False,,False,False,True,False,False,False,48,4,328,37,False,24,False,False,1.0470588235294125,84.23,0.9985753294550634,,,,,,,,
2025-11-25,PROD_003,Asics Gel Nimbus 25,Running,Zapatillas Running,85,False,,85.45,,87.57,83.61,81.35,2025,11,25,Tuesday,1,False,False,False,False,False,False,,False,False,True,False,False,False,48,4,329,36,False,25,False,False,-0.5294117647058857,84.17666666666666,1.0151269156139866,,,,,,,,
2025-11-26,PROD_003,Asics Gel Nimbus 25,Running,Zapatillas Running,85,False,,83.44,,82.34,82.28,87.36,2025,11,26,Wednesday,2,False,False,False,False,False,False,,False,False,True,False,False,False,48,4,330,35,False,26,False,False,1.8352941176470614,83.99333333333334,0.9934121755694896,,,,,,,,
2025-11-27,PROD_003,Asics Gel Nimbus 25,Running,Zapatillas Running,85,False,,83.36,,77.88,77.76,81.12,2025,11,27,Thursday,3,False,False,False,False,False,False,,False,False,True,False,False,False,48,4,331,34,False,27,False,False,1.929411764705883,78.92,1.0562595032944755,,,,,,,,
2025-11-28,PROD_003,Asics Gel Nimbus 25,Running,Zapatillas Running,85,False,,72.25,,85.09,74.81,80.79,2025,11,28,Friday,4,False,False,True,False,False,False,,True,False,True,False,False,False,48,4,332,33,False,28,True,False,15.0,80.23,0.900535959117537,,,,,,,,
2025-11-29,PROD_003,Asics Gel Nimbus 25,Running,Zapatillas Running,85,False,,83.69,,80.89,79.81,80.57,2025,11,29,Saturday,5,True,False,False,True,False,False,,False,False,True,False,False,False,48,4,333,32,False,29,True,False,1.541176470588238,80.42333333333333,1.0406183943300038,,,,,,,,
