fecha,producto_id,nombre,categoria,subcategoria,precio_base,es_estrella,unidades_vendidas,ingresos,año,mes,día_mes,día_semana,día_semana_num,es_fin_semana,es_lunes,es_viernes,es_sabado,es_domingo,es_festivo,nombre_festivo,es_black_friday,es_cyber_monday,es_temporada_navidad,es_inicio_año,es_verano,es_cuarentena_pascua,num_semana,trimestre,día_año,días_hasta_fin_año,mes_tiene_31_dias,día_en_mes,es_fin_mes,es_inicio_mes,lag_1_unidades_vendidas,lag_2_unidades_vendidas,lag_3_unidades_vendidas,lag_4_unidades_vendidas,lag_5_unidades_vendidas,lag_6_unidades_vendidas,lag_7_unidades_vendidas,media_movil_7_unidades_vendidas,descuento_porcentaje,ratio_precio
2021-11-28,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,36,3643.2,2021,11,28,Sunday,6,True,False,False,False,True,False,,False,False,True,False,False,False,47,4,332,33,False,28,True,False,49.0,44.0,14.0,14.0,12.0,11.0,10.0,22.0,11.999999999999998,1.0361774744027303
2021-11-29,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,36,3519.0,2021,11,29,Monday,0,False,True,False,False,False,False,,False,True,True,False,False,False,48,4,333,32,False,29,True,False,36.0,49.0,44.0,14.0,14.0,12.0,11.0,25.714285714285715,15.0,1.0505104782375068
2021-11-30,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,35,3703.0,2021,11,30,Tuesday,1,False,False,False,False,False,False,,False,False,True,False,False,False,48,4,334,31,False,30,True,False,36.0,36.0,49.0,44.0,14.0,14.0,12.0,29.285714285714285,8.000000000000004,0.9983879212047339
2022-10-25,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,10,1151.8,2022,10,25,Tuesday,1,False,False,False,False,False,False,,False,False,False,False,False,False,43,4,298,67,True,25,False,False,35.0,36.0,36.0,49.0,44.0,14.0,14.0,32.57142857142857,-0.1565217391304407,1.1641006636795475
2022-10-26,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,11,1302.73,2022,10,26,Wednesday,2,False,False,False,False,False,False,,False,False,False,False,False,False,43,4,299,66,True,26,False,False,10.0,35.0,36.0,36.0,49.0,44.0,14.0,32.0,-2.98260869565218,1.1839448165550335
2022-10-27,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,12,1343.4,2022,10,27,Thursday,3,False,False,False,False,False,False,,False,False,False,False,False,False,43,4,300,65,True,27,False,False,11.0,10.0,35.0,36.0,36.0,49.0,44.0,31.571428571428573,2.652173913043476,1.126899976512432
2022-10-28,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,12,1385.64,2022,10,28,Friday,4,False,False,True,False,False,False,,False,False,False,False,False,False,43,4,301,64,True,28,True,False,12.0,11.0,10.0,35.0,36.0,36.0,49.0,27.0,-0.40869565217391207,1.1542767651860983
2022-10-29,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,14,1585.92,2022,10,29,Saturday,5,True,False,False,True,False,False,,False,False,False,False,False,False,43,4,302,63,True,29,True,False,12.0,12.0,11.0,10.0,35.0,36.0,36.0,21.714285714285715,1.4956521739130426,1.1384924623115578
2022-10-30,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,14,1601.6,2022,10,30,Sunday,6,True,False,False,False,True,False,,False,False,False,False,False,False,43,4,303,62,True,30,True,False,14.0,12.0,12.0,11.0,10.0,35.0,36.0,18.571428571428573,0.5217391304347777,1.1544671689989239
2022-10-31,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,9,1038.87,2022,10,31,Monday,0,False,True,False,False,False,False,,False,False,False,False,False,False,44,4,304,61,True,31,True,False,14.0,14.0,12.0,12.0,11.0,10.0,35.0,15.428571428571429,-0.3739130434782668,1.1719574928929202
2022-11-01,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,10,1128.3,2022,11,1,Tuesday,1,False,False,False,False,False,True,Todos los Santos,False,False,True,False,False,False,44,4,305,60,False,1,False,True,9.0,14.0,14.0,12.0,12.0,11.0,10.0,11.714285714285714,1.8869565217391318,1.1411185652159255
2022-11-02,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,15,1694.25,2022,11,2,Wednesday,2,False,False,False,False,False,False,,False,False,True,False,False,False,44,4,306,59,False,2,False,True,10.0,9.0,14.0,14.0,12.0,12.0,11.0,11.714285714285714,1.7826086956521714,1.143141488428581
2022-11-03,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,9,1034.82,2022,11,3,Thursday,3,False,False,False,False,False,False,,False,False,True,False,False,False,44,4,307,58,False,3,False,True,15.0,10.0,9.0,14.0,14.0,12.0,12.0,12.285714285714286,0.017391304347822628,1.1450670561678395
2022-11-04,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,12,1373.88,2022,11,4,Friday,4,False,False,True,False,False,False,,False,False,True,False,False,False,44,4,308,57,False,4,False,False,9.0,15.0,10.0,9.0,14.0,14.0,12.0,11.857142857142858,0.44347826086956965,1.1421208392910585
2022-11-05,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,18,2027.7,2022,11,5,Saturday,5,True,False,False,True,False,False,,False,False,True,False,False,False,44,4,309,56,False,5,False,False,12.0,9.0,15.0,10.0,9.0,14.0,14.0,11.857142857142858,2.04347826086956,1.1344030076197509
2022-11-06,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,9,1060.92,2022,11,6,Sunday,6,True,False,False,False,True,False,,False,False,True,False,False,False,44,4,310,55,False,6,False,False,18.0,12.0,9.0,15.0,10.0,9.0,14.0,12.428571428571429,-2.5043478260869523,1.16463033097316
2022-11-07,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,9,1041.48,2022,11,7,Monday,0,False,True,False,False,False,False,,False,False,True,False,False,False,45,4,311,54,False,7,False,False,9.0,18.0,12.0,9.0,15.0,10.0,9.0,11.714285714285714,-0.6260869565217381,1.1703468968074706
2022-11-08,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,9,1049.31,2022,11,8,Tuesday,1,False,False,False,False,False,False,,False,False,True,False,False,False,45,4,312,53,False,8,False,False,9.0,9.0,18.0,12.0,9.0,15.0,10.0,11.714285714285714,-1.382608695652177,1.1699558469360447
2022-11-09,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,9,1050.12,2022,11,9,Wednesday,2,False,False,False,False,False,False,,False,False,True,False,False,False,45,4,313,52,False,9,False,False,9.0,9.0,9.0,18.0,12.0,9.0,15.0,11.571428571428571,-1.4608695652173973,1.177396569122099
2022-11-10,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,11,1297.89,2022,11,10,Thursday,3,False,False,False,False,False,False,,False,False,True,False,False,False,45,4,314,51,False,10,False,False,9.0,9.0,9.0,9.0,18.0,12.0,9.0,10.714285714285714,-2.5999999999999956,1.18293620292083
2022-11-11,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,13,1483.04,2022,11,11,Friday,4,False,False,True,False,False,False,,False,False,True,False,False,False,45,4,315,50,False,11,False,False,11.0,9.0,9.0,9.0,9.0,18.0,12.0,11.0,0.8000000000000014,1.1510830082066459
2022-11-12,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,11,1276.55,2022,11,12,Saturday,5,True,False,False,True,False,False,,False,False,True,False,False,False,45,4,316,49,False,12,False,False,13.0,11.0,9.0,9.0,9.0,9.0,18.0,11.142857142857142,-0.9130434782608671,1.1887526889063407
2022-11-13,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,13,1469.78,2022,11,13,Sunday,6,True,False,False,False,True,False,,False,False,True,False,False,False,45,4,317,48,False,13,False,False,11.0,13.0,11.0,9.0,9.0,9.0,9.0,10.142857142857142,1.6869565217391285,1.1312410365873995
2022-11-14,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,10,1167.8,2022,11,14,Monday,0,False,True,False,False,False,False,,False,False,True,False,False,False,46,4,318,47,False,14,False,False,13.0,11.0,13.0,11.0,9.0,9.0,9.0,10.714285714285714,-1.5478260869565228,1.1812664373862027
2022-11-15,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,11,1296.9,2022,11,15,Tuesday,1,False,False,False,False,False,False,,False,False,True,False,False,False,46,4,319,46,False,15,False,False,10.0,13.0,11.0,13.0,11.0,9.0,9.0,10.857142857142858,-2.5217391304347876,1.1941255908170156
2022-11-16,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,11,1243.55,2022,11,16,Wednesday,2,False,False,False,False,False,False,,False,False,True,False,False,False,46,4,320,45,False,16,False,False,11.0,10.0,13.0,11.0,13.0,11.0,9.0,11.142857142857142,1.6956521739130461,1.1336363940234648
2022-11-17,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,11,1259.94,2022,11,17,Thursday,3,False,False,False,False,False,False,,False,False,True,False,False,False,46,4,321,44,False,17,False,False,11.0,11.0,10.0,13.0,11.0,13.0,11.0,11.428571428571429,0.3999999999999945,1.1332739685366577
2022-11-18,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,13,1486.42,2022,11,18,Friday,4,False,False,True,False,False,False,,False,False,True,False,False,False,46,4,322,43,False,18,False,False,11.0,11.0,11.0,10.0,13.0,11.0,13.0,11.428571428571429,0.5739130434782579,1.1568971332209108
2022-11-19,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,16,1828.16,2022,11,19,Saturday,5,True,False,False,True,False,False,,False,False,True,False,False,False,46,4,323,42,False,19,False,False,13.0,11.0,11.0,11.0,10.0,13.0,11.0,11.428571428571429,0.6434782608695608,1.1571804739720477
2022-11-20,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,9,1049.58,2022,11,20,Sunday,6,True,False,False,False,True,False,,False,False,True,False,False,False,46,4,324,41,False,20,False,False,16.0,13.0,11.0,11.0,11.0,10.0,13.0,12.142857142857142,-1.4086956521739171,1.1733968339146768
2022-11-21,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,11,1234.42,2022,11,21,Monday,0,False,True,False,False,False,False,,False,False,True,False,False,False,47,4,325,40,False,21,False,False,9.0,16.0,13.0,11.0,11.0,11.0,10.0,11.571428571428571,2.4173913043478272,1.129845286438232
2022-11-22,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,11,1297.78,2022,11,22,Tuesday,1,False,False,False,False,False,False,,False,False,True,False,False,False,47,4,326,39,False,22,False,False,11.0,9.0,16.0,13.0,11.0,11.0,11.0,11.714285714285714,-2.59130434782609,1.2683293915287035
2022-11-23,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,12,1418.64,2022,11,23,Wednesday,2,False,False,False,False,False,False,,False,False,True,False,False,False,47,4,327,38,False,23,False,False,11.0,11.0,9.0,16.0,13.0,11.0,11.0,11.714285714285714,-2.799999999999999,1.2797604012557284
2022-11-24,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,11,1294.04,2022,11,24,Thursday,3,False,False,False,False,False,False,,False,False,True,False,False,False,47,4,328,37,False,24,False,False,12.0,11.0,11.0,9.0,16.0,13.0,11.0,11.857142857142858,-2.295652173913044,1.2808768555148262
2022-11-25,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,58,5669.5,2022,11,25,Friday,4,False,False,True,False,False,False,,True,False,True,False,False,False,47,4,329,36,False,25,False,False,11.0,12.0,11.0,11.0,9.0,16.0,13.0,11.857142857142858,15.0,1.0232030704815072
2022-11-26,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,57,5768.4,2022,11,26,Saturday,5,True,False,False,True,False,False,,False,False,True,False,False,False,47,4,330,35,False,26,False,False,58.0,11.0,12.0,11.0,11.0,9.0,16.0,18.285714285714285,11.999999999999998,0.9869158878504672
2022-11-27,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,56,5667.2,2022,11,27,Sunday,6,True,False,False,False,True,False,,False,False,True,False,False,False,47,4,331,34,False,27,False,False,57.0,58.0,11.0,12.0,11.0,11.0,9.0,24.142857142857142,11.999999999999998,0.9833994655437687
2022-11-28,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,40,3910.0,2022,11,28,Monday,0,False,True,False,False,False,False,,False,True,True,False,False,False,48,4,332,33,False,28,True,False,56.0,57.0,58.0,11.0,12.0,11.0,11.0,30.857142857142858,15.0,1.0146181126200158
2022-11-29,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,25,2645.0,2022,11,29,Tuesday,1,False,False,False,False,False,False,,False,False,True,False,False,False,48,4,333,32,False,29,True,False,40.0,56.0,57.0,58.0,11.0,12.0,11.0,35.0,8.000000000000004,0.9803104007412555
2022-11-30,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,38,4020.4,2022,11,30,Wednesday,2,False,False,False,False,False,False,,False,False,True,False,False,False,48,4,334,31,False,30,True,False,25.0,40.0,56.0,57.0,58.0,11.0,12.0,37.0,8.000000000000004,0.9864801864801864
2023-10-25,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,11,1230.46,2023,10,25,Wednesday,2,False,False,False,False,False,False,,False,False,False,False,False,False,43,4,298,67,True,25,False,False,38.0,25.0,40.0,56.0,57.0,58.0,11.0,40.714285714285715,2.7304347826086963,1.096523330283623
2023-10-26,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,10,1139.9,2023,10,26,Thursday,3,False,False,False,False,False,False,,False,False,False,False,False,False,43,4,299,66,True,26,False,False,11.0,38.0,25.0,40.0,56.0,57.0,58.0,40.714285714285715,0.8782608695652219,1.1184627964022893
2023-10-27,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,14,1630.02,2023,10,27,Friday,4,False,False,True,False,False,False,,False,False,False,False,False,False,43,4,300,65,True,27,False,False,10.0,11.0,38.0,25.0,40.0,56.0,57.0,33.857142857142854,-1.2434782608695711,1.1505698662625996
2023-10-28,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,14,1606.08,2023,10,28,Saturday,5,True,False,False,True,False,False,,False,False,False,False,False,False,43,4,301,64,True,28,True,False,14.0,10.0,11.0,38.0,25.0,40.0,56.0,27.714285714285715,0.2434782608695662,1.1237510611898387
2023-10-29,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,15,1705.8,2023,10,29,Sunday,6,True,False,False,False,True,False,,False,False,False,False,False,False,43,4,302,63,True,29,True,False,14.0,14.0,10.0,11.0,38.0,25.0,40.0,21.714285714285715,1.1130434782608705,1.0994521430873347
2023-10-30,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,15,1765.95,2023,10,30,Monday,0,False,True,False,False,False,False,,False,False,False,False,False,False,44,4,303,62,True,30,True,False,15.0,14.0,14.0,10.0,11.0,38.0,25.0,18.142857142857142,-2.3739130434782645,1.1463113822985298
2023-10-31,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,11,1227.27,2023,10,31,Tuesday,1,False,False,False,False,False,False,,False,False,False,False,False,False,44,4,304,61,True,31,True,False,15.0,15.0,14.0,14.0,10.0,11.0,38.0,16.714285714285715,2.98260869565218,1.084361939935854
2023-11-01,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,9,1055.88,2023,11,1,Wednesday,2,False,False,False,False,False,True,Todos los Santos,False,False,True,False,False,False,44,4,305,60,False,1,False,True,11.0,15.0,15.0,14.0,14.0,10.0,11.0,12.857142857142858,-2.01739130434782,1.1322502814862472
2023-11-02,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,11,1231.89,2023,11,2,Thursday,3,False,False,False,False,False,False,,False,False,True,False,False,False,44,4,306,59,False,2,False,True,9.0,11.0,15.0,15.0,14.0,14.0,10.0,12.571428571428571,2.6173913043478305,1.0834596407494599
2023-11-03,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,14,1608.74,2023,11,3,Friday,4,False,False,True,False,False,False,,False,False,True,False,False,False,44,4,307,58,False,3,False,True,11.0,9.0,11.0,15.0,15.0,14.0,14.0,12.714285714285714,0.07826086956522035,1.131932359218519
2023-11-04,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,15,1696.05,2023,11,4,Saturday,5,True,False,False,True,False,False,,False,False,True,False,False,False,44,4,308,57,False,4,False,False,14.0,11.0,9.0,11.0,15.0,15.0,14.0,12.714285714285714,1.6782608695652235,1.0736872091919094
2023-11-05,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,17,1970.81,2023,11,5,Sunday,6,True,False,False,False,True,False,,False,False,True,False,False,False,44,4,309,56,False,5,False,False,15.0,14.0,11.0,9.0,11.0,15.0,15.0,12.857142857142858,-0.8086956521739189,1.1179004210729324
2023-11-06,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,13,1487.2,2023,11,6,Monday,0,False,True,False,False,False,False,,False,False,True,False,False,False,45,4,310,55,False,6,False,False,17.0,15.0,14.0,11.0,9.0,11.0,15.0,13.142857142857142,0.5217391304347777,1.113743306831089
2023-11-07,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,12,1398.12,2023,11,7,Tuesday,1,False,False,False,False,False,False,,False,False,True,False,False,False,45,4,311,54,False,7,False,False,13.0,17.0,15.0,14.0,11.0,9.0,11.0,12.857142857142858,-1.313043478260874,1.1408754120834286
2023-11-08,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,10,1180.6,2023,11,8,Wednesday,2,False,False,False,False,False,False,,False,False,True,False,False,False,45,4,312,53,False,8,False,False,12.0,13.0,17.0,15.0,14.0,11.0,9.0,13.0,-2.6608695652173933,1.1350104149975966
